id,title,body,labels,milestone
E7-F3-I3,E7-F3-I3: Deliver agent scorecard UI,"### Summary
Deliver Deliver agent scorecard UI for Agent productivity metrics to meet the documented requirements.

### Scope
- [ ] Scorecard presents KPIs with trend indicators and peer benchmarking
- [ ] Agents can drill down to ticket lists for each metric with RBAC enforcement
- [ ] Notifications trigger when KPI thresholds fall below configured targets
- [ ] Dependencies: E7-F3-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E7,type:Frontend,priority:P1,area:Analytics",Week 3
E7-F4-I1,E7-F4-I1: Standardize export schema definitions,"### Summary
Deliver Standardize export schema definitions for Exportable reports (CSV, XLSX, PDF) to meet the documented requirements.

### Scope
- [ ] Schema catalog lists column order, types, and localization rules per report
- [ ] Data masking requirements approved for sensitive fields
- [ ] Versioning strategy documented for future schema changes
- [ ] Dependencies: E7-F1-I1, E7-F3-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E7,type:Design,priority:P1,area:Analytics",Week 2
E7-F4-I2,E7-F4-I2: Implement CSV/XLSX generators,"### Summary
Deliver Implement CSV/XLSX generators for Exportable reports (CSV, XLSX, PDF) to meet the documented requirements.

### Scope
- [ ] Export service streams large datasets with pagination and memory limits
- [ ] XLSX outputs include formatting, totals, and tenant branding
- [ ] Automated tests compare generated files against golden samples
- [ ] Dependencies: E7-F4-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E7,type:Backend,priority:P0,area:Analytics",Week 3
E7-F4-I3,E7-F4-I3: Integrate PDF rendering pipeline,"### Summary
Deliver Integrate PDF rendering pipeline for Exportable reports (CSV, XLSX, PDF) to meet the documented requirements.

### Scope
- [ ] PDF generation supports scheduled and on-demand exports with queue processing
- [ ] Layout templates match design system and support localization
- [ ] Failure cases log diagnostic context and trigger alert notifications
- [ ] Dependencies: E7-F4-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E7,type:Backend,priority:P1,area:Analytics",Week 4
E8-F1-I1,E8-F1-I1: Draft messaging integration blueprint,"### Summary
Deliver Draft messaging integration blueprint for Slack/MS Teams notifications to meet the documented requirements.

### Scope
- [ ] Blueprint lists notification triggers, payload schemas, and throttling policy
- [ ] Security review confirms token storage and rotation approach
- [ ] Tenant configuration UI requirements captured for downstream implementation
- [ ] Dependencies: None

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E8,type:Design,priority:P1,area:Integrations",Week 1
E8-F1-I2,E8-F1-I2: Implement Slack webhook dispatcher,"### Summary
Deliver Implement Slack webhook dispatcher for Slack/MS Teams notifications to meet the documented requirements.

### Scope
- [ ] Service posts structured messages with deep links for ticket actions
- [ ] Retry/backoff handles rate limits and network failures gracefully
- [ ] Tests validate channel-specific formatting and mention handling
- [ ] Dependencies: E8-F1-I1, E1-F8-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E8,type:Backend,priority:P1,area:Integrations",Week 2
E8-F1-I3,E8-F1-I3: Deliver Teams connector support,"### Summary
Deliver Deliver Teams connector support for Slack/MS Teams notifications to meet the documented requirements.

### Scope
- [ ] Microsoft Teams adapter leverages Graph API for adaptive cards
- [ ] Tenant-level toggles manage Slack vs. Teams routing preferences
- [ ] Monitoring captures delivery status and errors per platform
- [ ] Dependencies: E8-F1-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E8,type:Backend,priority:P1,area:Integrations",Week 3
E8-F2-I1,E8-F2-I1: Define webhook event contract,"### Summary
Deliver Define webhook event contract for Webhooks (ticket created, status changed) to meet the documented requirements.

### Scope
- [ ] Contract documents payload schema, headers, retry logic, and security signatures
- [ ] Event catalogue covers ticket lifecycle, SLA changes, and automation triggers
- [ ] Stakeholder sign-off recorded with versioning plan
- [ ] Dependencies: None

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E8,type:Design,priority:P0,area:Integrations",Week 1
E8-F2-I2,E8-F2-I2: Build webhook delivery service,"### Summary
Deliver Build webhook delivery service for Webhooks (ticket created, status changed) to meet the documented requirements.

### Scope
- [ ] Service queues deliveries with exponential backoff and dead-letter handling
- [ ] HMAC signature validation configurable per tenant secret
- [ ] Integration tests simulate success, timeout, and 4xx rejection flows
- [ ] Dependencies: E8-F2-I1, E1-F8-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E8,type:Backend,priority:P0,area:Integrations",Week 2
E8-F2-I3,E8-F2-I3: Provide webhook management UI,"### Summary
Deliver Provide webhook management UI for Webhooks (ticket created, status changed) to meet the documented requirements.

### Scope
- [ ] Admin interface allows registering endpoints, selecting events, and viewing logs
- [ ] Test payload feature sends sample events with real signing
- [ ] RBAC limits access to tenants with integration permissions
- [ ] Dependencies: E8-F2-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E8,type:Frontend,priority:P1,area:Integrations",Week 3
E8-F3-I1,E8-F3-I1: Evaluate SSO protocols and vendors,"### Summary
Deliver Evaluate SSO protocols and vendors for External identity provider (SSO) to meet the documented requirements.

### Scope
- [ ] Assessment compares SAML, OIDC, and SCIM capabilities with cost and support
- [ ] Compliance checklist covers data residency, provisioning, and deprovisioning needs
- [ ] Recommendation approved by security architecture board
- [ ] Dependencies: None

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E8,type:Design,priority:P1,area:Identity",Week 1
E8-F3-I2,E8-F3-I2: Implement SAML/OIDC authentication broker,"### Summary
Deliver Implement SAML/OIDC authentication broker for External identity provider (SSO) to meet the documented requirements.

### Scope
- [ ] Broker supports tenant-specific metadata, ACS endpoints, and Just-In-Time provisioning
- [ ] Session handling integrates with existing RBAC middleware
- [ ] Automated tests cover assertion validation, error states, and logout flows
- [ ] Dependencies: E8-F3-I1, E2-F3-I3

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E8,type:Backend,priority:P0,area:Identity",Week 3
E8-F3-I3,E8-F3-I3: Configure tenant SSO onboarding UI,"### Summary
Deliver Configure tenant SSO onboarding UI for External identity provider (SSO) to meet the documented requirements.

### Scope
- [ ] Admin UI guides setup with metadata upload, attribute mapping, and test login
- [ ] Validation prevents enabling SSO without default fallback admins
- [ ] Audit log records configuration changes with before/after snapshots
- [ ] Dependencies: E8-F3-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E8,type:Frontend,priority:P1,area:Identity",Week 4
E8-F4-I1,E8-F4-I1: Define calendar sync requirements,"### Summary
Deliver Define calendar sync requirements for Calendar integration for SLA deadlines to meet the documented requirements.

### Scope
- [ ] Requirements outline supported providers (Google, Outlook) and sync frequency
- [ ] Mapping of SLA milestones to calendar events reviewed with support leadership
- [ ] Security evaluation covers token scopes and revocation handling
- [ ] Dependencies: E4-F3-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E8,type:Design,priority:P1,area:Integrations",Week 2
E8-F4-I2,E8-F4-I2: Implement calendar sync adapters,"### Summary
Deliver Implement calendar sync adapters for Calendar integration for SLA deadlines to meet the documented requirements.

### Scope
- [ ] Adapter creates/updates events for upcoming SLA deadlines with reminders
- [ ] Sync respects tenant business hours and escalation overrides
- [ ] Integration tests simulate token refresh, conflict resolution, and cancellation
- [ ] Dependencies: E8-F4-I1, E4-F3-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E8,type:Backend,priority:P1,area:Integrations",Week 3
E8-F4-I3,E8-F4-I3: Surface SLA calendar overlays in UI,"### Summary
Deliver Surface SLA calendar overlays in UI for Calendar integration for SLA deadlines to meet the documented requirements.

### Scope
- [ ] UI displays linked calendar events on SLA dashboards with status indicators
- [ ] Agents can open calendar event from ticket detail with permission checks
- [ ] Refresh mechanism updates overlays when sync events complete
- [ ] Dependencies: E8-F4-I2, E4-F3-I3

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E8,type:Frontend,priority:P1,area:Integrations",Week 4
E9-F1-I1,E9-F1-I1: Establish Filament theming baseline,"### Summary
Deliver Establish Filament theming baseline for Admin portal (Filament-based) to meet the documented requirements.

### Scope
- [ ] Base theme configured with typography, spacing, and color tokens per design system
- [ ] Dark mode and accessibility settings verified against WCAG AA
- [ ] Style guide published for reuse across admin modules
- [ ] Dependencies: None

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E9,type:Frontend,priority:P0,area:Portal",Week 1
E9-F1-I2,E9-F1-I2: Implement admin navigation shell,"### Summary
Deliver Implement admin navigation shell for Admin portal (Filament-based) to meet the documented requirements.

### Scope
- [ ] Global navigation includes dashboard, tickets, contacts, knowledge base, and settings
- [ ] Responsive layout validated for desktop and tablet breakpoints
- [ ] Breadcrumbs and contextual help panels wired to knowledge base articles
- [ ] Dependencies: E9-F1-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E9,type:Frontend,priority:P1,area:Portal",Week 2
E9-F1-I3,E9-F1-I3: Integrate module dashboards,"### Summary
Deliver Integrate module dashboards for Admin portal (Filament-based) to meet the documented requirements.

### Scope
- [ ] Admin shell loads feature-specific widgets (tickets, automation, reporting) via lazy modules
- [ ] Permission checks hide modules lacking user access
- [ ] Performance budget met (<2s initial paint on reference dataset)
- [ ] Dependencies: E9-F1-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E9,type:Frontend,priority:P1,area:Portal",Week 3
E9-F2-I1,E9-F2-I1: Define customer portal IA and UX,"### Summary
Deliver Define customer portal IA and UX for Customer portal (ticket view & submit) to meet the documented requirements.

### Scope
- [ ] UX flows cover login, ticket list, detail view, creation, and knowledge base linkage
- [ ] Content strategy documented for empty states and success/error messaging
- [ ] Stakeholder sign-off recorded from customer experience team
- [ ] Dependencies: E1-F1-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E9,type:Design,priority:P0,area:Portal",Week 1
E9-F2-I2,E9-F2-I2: Implement ticket list and detail views,"### Summary
Deliver Implement ticket list and detail views for Customer portal (ticket view & submit) to meet the documented requirements.

### Scope
- [ ] Authenticated users view ticket summaries with filters and search scoped to their organization
- [ ] Detail view displays message history respecting visibility rules
- [ ] Accessibility tests confirm keyboard navigation and screen reader support
- [ ] Dependencies: E9-F2-I1, E1-F5-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E9,type:Frontend,priority:P0,area:Portal",Week 2
E9-F2-I3,E9-F2-I3: Add portal ticket update flows,"### Summary
Deliver Add portal ticket update flows for Customer portal (ticket view & submit) to meet the documented requirements.

### Scope
- [ ] Customers can post public replies, add attachments, and close tickets when permitted
- [ ] Confirmation toasts and email notifications triggered on updates
- [ ] Rate limiting prevents spam submissions while providing friendly messaging
- [ ] Dependencies: E9-F2-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E9,type:Frontend,priority:P1,area:Portal",Week 3
E9-F3-I1,E9-F3-I1: Document portal authentication flows,"### Summary
Deliver Document portal authentication flows for Portal authentication (JWT, SSO, social login) to meet the documented requirements.

### Scope
- [ ] Flow diagrams cover email/password, JWT refresh, SSO handoff, and social login fallback
- [ ] Security review approves token lifetimes and storage (cookies vs. local storage)
- [ ] Risk assessment addresses account linking and deactivation scenarios
- [ ] Dependencies: E8-F3-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E9,type:Design,priority:P1,area:Portal",Week 1
E9-F3-I2,E9-F3-I2: Implement JWT-based session API,"### Summary
Deliver Implement JWT-based session API for Portal authentication (JWT, SSO, social login) to meet the documented requirements.

### Scope
- [ ] Authentication endpoints issue and refresh JWTs with tenant-aware claims
- [ ] Middleware validates tokens and enforces RBAC for portal routes
- [ ] Automated tests cover login, refresh, revoke, and expired token cases
- [ ] Dependencies: E9-F3-I1, E2-F3-I3

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E9,type:Backend,priority:P0,area:Portal",Week 2
E9-F3-I3,E9-F3-I3: Integrate social login providers,"### Summary
Deliver Integrate social login providers for Portal authentication (JWT, SSO, social login) to meet the documented requirements.

### Scope
- [ ] OAuth integrations for Google and Microsoft configured with tenant branding
- [ ] Account linking flow handles existing contacts and new invitations
- [ ] Audit log records social login enablement and login events with provider info
- [ ] Dependencies: E9-F3-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E9,type:Backend,priority:P1,area:Portal",Week 3
E9-F4-I1,E9-F4-I1: Capture brand customization requirements,"### Summary
Deliver Capture brand customization requirements for Brand customization (logos, themes, domains) to meet the documented requirements.

### Scope
- [ ] Requirements doc details tenant-specific logo formats, color tokens, typography, and favicon expectations for admin and customer portals
- [ ] Custom domain onboarding checklist covers DNS, SSL/TLS automation, and fallback behaviors
- [ ] Stakeholder approvals (design, marketing, compliance) captured with storage link in shared repository
- [ ] Dependencies: E9-F1-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E9,type:Design,priority:P1,area:Portal",Week 1
E9-F4-I2,E9-F4-I2: Implement brand asset storage and delivery services,"### Summary
Deliver Implement brand asset storage and delivery services for Brand customization (logos, themes, domains) to meet the documented requirements.

### Scope
- [ ] Service persists tenant brand assets with validation, versioning, and CDN caching headers
- [ ] Theme configuration API exposes tenant color/typography tokens to portals with cache busting
- [ ] Automated tests verify fallback to system defaults when tenant assets missing or invalid
- [ ] Dependencies: E9-F4-I1, E9-F1-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E9,type:Backend,priority:P0,area:Portal",Week 2
E9-F4-I3,E9-F4-I3: Launch brand configuration UI and domain management,"### Summary
Deliver Launch brand configuration UI and domain management for Brand customization (logos, themes, domains) to meet the documented requirements.

### Scope
- [ ] Admin UI supports uploading logos, editing theme colors with previews, and configuring custom domains with verification status
- [ ] Domain setup wizard validates DNS records and SSL provisioning, showing progress and error guidance
- [ ] Audit log records brand changes with before/after snapshots and actor metadata
- [ ] Dependencies: E9-F4-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E9,type:Frontend,priority:P0,area:Portal",Week 3
E10-F1-I1,E10-F1-I1: Evaluate two-factor authentication methods,"### Summary
Deliver Evaluate two-factor authentication methods for Two-factor authentication to meet the documented requirements.

### Scope
- [ ] Analysis compares TOTP, WebAuthn, and SMS with usability, cost, and compliance considerations
- [ ] Recommendation includes backup code policy, recovery flows, and enforcement tiers per role
- [ ] Security and product sign-offs documented with decision log location
- [ ] Dependencies: None

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E10,type:Design,priority:P1,area:Security",Week 1
E10-F1-I2,E10-F1-I2: Implement backend support for 2FA enrollment and enforcement,"### Summary
Deliver Implement backend support for 2FA enrollment and enforcement for Two-factor authentication to meet the documented requirements.

### Scope
- [ ] Users can enroll TOTP devices, regenerate backup codes, and enforce 2FA at login for Admin/Agent roles
- [ ] Middleware enforces 2FA completion before accessing protected routes, respecting tenant policies
- [ ] Tests cover enrollment, verification, backup code usage, and lockout handling
- [ ] Dependencies: E10-F1-I1, E2-F3-I3

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E10,type:Backend,priority:P0,area:Security",Week 2
E10-F1-I3,E10-F1-I3: Provide user interfaces for 2FA setup and recovery,"### Summary
Deliver Provide user interfaces for 2FA setup and recovery for Two-factor authentication to meet the documented requirements.

### Scope
- [ ] Settings page guides enrollment with QR code, code verification, and backup code download
- [ ] Login flow handles 2FA prompts, remember-device options, and fallback to backup codes
- [ ] Accessibility review ensures screen reader labels and keyboard navigation across steps
- [ ] Dependencies: E10-F1-I2, E9-F1-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E10,type:Frontend,priority:P1,area:Security",Week 3
E10-F2-I1,E10-F2-I1: Conduct RBAC enforcement gap analysis,"### Summary
Deliver Conduct RBAC enforcement gap analysis for Security posture and RBAC enforcement audits to meet the documented requirements.

### Scope
- [ ] Audit matrix maps all critical routes, commands, and queues to required permissions per role
- [ ] Findings include prioritized remediation list with estimated effort and owners
- [ ] Review meeting minutes captured with agreed remediation timeline
- [ ] Dependencies: E2-F3-I3

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E10,type:Design,priority:P0,area:Security",Week 2
E10-F2-I2,E10-F2-I2: Expand automated permission coverage tests,"### Summary
Deliver Expand automated permission coverage tests for Security posture and RBAC enforcement audits to meet the documented requirements.

### Scope
- [ ] Test suite asserts RBAC middleware coverage for representative admin, portal, and API endpoints
- [ ] Builds fail when new routes lack explicit permission annotations
- [ ] Report generated for CI summarizing guarded vs. unguarded routes per module
- [ ] Dependencies: E10-F2-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E10,type:Backend,priority:P0,area:Security",Week 3
E10-F2-I3,E10-F2-I3: Configure security monitoring and alerting,"### Summary
Deliver Configure security monitoring and alerting for Security posture and RBAC enforcement audits to meet the documented requirements.

### Scope
- [ ] Centralized logs capture authorization failures and suspicious access patterns with tenant metadata
- [ ] Alert rules notify security channel on repeated RBAC violations or 2FA failures beyond thresholds
- [ ] Runbook documents response steps and escalation paths for detected incidents
- [ ] Dependencies: E10-F2-I2, E11-F4-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E10,type:DevOps,priority:P1,area:Security",Week 4
E11-F1-I1,E11-F1-I1: Define container build specification,"### Summary
Deliver Define container build specification for Dockerized multi-stage build to meet the documented requirements.

### Scope
- [ ] Document outlines base images, build arguments, caching strategy, and secrets handling
- [ ] Local development parity requirements captured with volume mounts and override patterns
- [ ] Security review confirms minimum supported OS versions and vulnerability scanning cadence
- [ ] Dependencies: None

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E11,type:Design,priority:P1,area:Devops",Week 1
E11-F1-I2,E11-F1-I2: Implement multi-stage Dockerfile and build pipeline,"### Summary
Deliver Implement multi-stage Dockerfile and build pipeline for Dockerized multi-stage build to meet the documented requirements.

### Scope
- [ ] Dockerfile includes separate stages for dependencies, tests, and production runtime with size benchmarks
- [ ] CI build validates image creation, runs application tests inside container, and publishes artifact
- [ ] Documentation explains how to run and debug containers locally
- [ ] Dependencies: E11-F1-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E11,type:DevOps,priority:P0,area:Devops",Week 2
E11-F1-I3,E11-F1-I3: Configure container registry publishing and scanning,"### Summary
Deliver Configure container registry publishing and scanning for Dockerized multi-stage build to meet the documented requirements.

### Scope
- [ ] Images push to secured registry with tenant-aware tagging conventions (dev/stage/prod)
- [ ] Automated vulnerability scans execute post-push with alerting on critical findings
- [ ] Access controls and retention policies documented for registry management
- [ ] Dependencies: E11-F1-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E11,type:DevOps,priority:P1,area:Devops",Week 3
